concept,concept_type,name,description,tags,domain
ent_nr_admin,measure,Enterprises - number: Administrative and support service activities,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,,
ent_nr_arts,measure,Enterprises - number: Arts: entertainment and recreation,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,,
ent_nr_const,measure,Enterprises - number: Construction,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,,
ent_nr_edu,measure,Enterprises - number: Education,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,,
ent_nr_elec,measure,Enterprises - number: Electricity: gas: steam and air conditioning supply,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,,
ent_nr_finance,measure,Enterprises - number: Financial and insurance activities,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,,
ent_nr_health,measure,Enterprises - number: Human health and social work activities,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,,
ent_nr_info,measure,Enterprises - number: Information and communication,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,,
ent_nr_manu,measure,Enterprises - number: Manufacturing,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,,
ent_nr_mine,measure,Enterprises - number: Mining and quarrying,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,,
ent_nr_prof,measure,Enterprises - number: Professional: scientific and technical activities,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,,
ent_nr_real,measure,Enterprises - number: Real estate activities,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,,
ent_nr_transp,measure,Enterprises - number: Transportation and storage,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,,
ent_nr_water,measure,Enterprises - number: Water supply: sewerage: waste management and remediation activities,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,,
ent_nr_retail,measure,Enterprises - number: Wholesale and retail trade: repair of motor vehicles and motorcycles,Syftet med Företagens ekonomi (FEK) är att belysa strukturen för näringslivet (exklusive de finansiella och offentliga sektorerna samt hushållens ickevinstdrivande organisationer): med avseende på i första hand lönsamhet: tillväxt: utveckling: finansiering och produktion. FEK är snarare att betrakta som ett system av olika statistiska undersökningar än en separat undersökning. Uppgifter från flera olika källor: insamlade på och utanför SCB: kombineras för att producera statistik rörande FEK:s målvariabler. Företagens ekonomi regleras numera tillsammans med flera andra statistikprodukter av Europaparlamentets och rådets förordning (EU) 2019/2152 om europeisk företagsstatistik och om upphävande av tio rättsakter på området företagsstatistik.,,
env_sub_corp,measure,Environmental subsidies and similar transfers from general government: by environmental activity: sector of recipient and ESA category of transfer: in million euros  (corporations),Miljömotiverade subventioner sammanställs enligt FN:s statistiska standard SEEA Central Framework. I statistiken redovisas subventioner och andra former av statliga stödåtgärder (t.ex. skatterabatter: skattebefrielser: skattelättnader: skatteuppskov) som bidrar till att skydda miljön.,,
env_sub_total,measure,Environmental subsidies and similar transfers from general government: by environmental activity: sector of recipient and ESA category of transfer: in million euros  (total economy),Miljömotiverade subventioner sammanställs enligt FN:s statistiska standard SEEA Central Framework. I statistiken redovisas subventioner och andra former av statliga stödåtgärder (t.ex. skatterabatter: skattebefrielser: skattelättnader: skatteuppskov) som bidrar till att skydda miljön.,,
env_rnd,measure,Environmentally related R&D expenditure: % GDP,Statliga budgetar inom Forskning och Utveckling Uppgifterna avser till statliga anslag eller utgifter för forskning och utveckling (GBAORD). BNP: bruttonationalprodukten: är ett av de viktigaste samhällsekonomiska måtten. BNP beskriver storleken på ett lands ekonomi genom att mäta värdet av varor och tjänster.,,
env_tax_gdp,measure,Environmentally related taxes: % GDP,Miljöskatter sammanställs enligt FN:s statistiska standard SEEA Central Framework och BNP i enlighet med Nationalräkenskaperna. En miljöskatt är en skatt vars skattebas är en fysisk enhet (eller ett närmevärde för den) av något som har en bevisad: specifik: negativ inverkan på miljön. BNP: bruttonationalprodukten: är ett av de viktigaste samhällsekonomiska måtten. BNP beskriver storleken på ett lands ekonomi genom att mäta värdet av varor och tjänster.,,
env_tax_total,measure,Environmentally related taxes: % total tax revenue,Miljöskatter sammanställs enligt FN:s statistiska standard SEEA Central Framework. Skatter är obligatoriska: ensidiga betalningar: kontant eller in natura: som görs av institutionella enheter till offentliga enheter. En miljöskatt är en skatt vars skattebas är en fysisk enhet (eller ett närmevärde för den) av något som har en bevisad: specifik: negativ inverkan på miljön.,,
fte_total,measure,Full-time equivalent (FTE): Total - all NACE activities,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,workforce,
ggas_cap_air,measure,Greenhouse gases (Kilograms per capita) Air transport,Transportsektorn består av branscherna: H49 landtransportföretag: rörtransportföretag: H50 rederier och H51 flygbolag. Variablerna är hämtade från miljö- och nationalräkenskaperna.,emissions,
ggas_cap_land,measure,Greenhouse gases (Kilograms per capita) Land transport and transport via pipelines,Transportsektorn består av branscherna: H49 landtransportföretag: rörtransportföretag: H50 rederier och H51 flygbolag. Variablerna är hämtade från miljö- och nationalräkenskaperna.,emissions,
ggas_cap_water,measure,Greenhouse gases (Kilograms per capita) Water transport,Transportsektorn består av branscherna: H49 landtransportföretag: rörtransportföretag: H50 rederier och H51 flygbolag. Variablerna är hämtade från miljö- och nationalräkenskaperna.,emissions,
out_gdp_total,measure,Output: % of GDP: Total - all NACE activities,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,trade,
out_mil_agri,measure,Output: Million Euro: Agriculture: forestry and fishing,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,trade,
out_mil_const,measure,Output: Million Euro: Construction,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,trade,
out_mil_elec,measure,Output: Million Euro: Electricity: gas: steam and air conditioning supply: water supply: sewerage: waste management and remediation activities,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,trade,
out_mil_mine,measure,Output: Million Euro: Mining and quarrying: manufacturing,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,trade,
out_mil_serv,measure,Output: Million Euro: Services,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,trade,
out_mil_total,measure,Output: Million Euro: Total - all NACE activities,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,trade,
total_fte_agri,measure,Total employment domestic concept (FTE) Agriculture: forestry and fishing,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,workforce,
total_fte_const,measure,Total employment domestic concept (FTE) Construction,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,workforce,
total_fte_elec,measure,Total employment domestic concept (FTE) Electricity: gas: steam and air conditioning supply: water supply: sewerage: waste management and remediation activities,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,workforce,
total_fte_mine,measure,Total employment domestic concept (FTE) Mining and quarrying: manufacturing,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,workforce,
total_fte_serv,measure,Total employment domestic concept (FTE) Services,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,workforce,
total_fte_total,measure,Total employment domestic concept (FTE) Total - all NACE activities,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,workforce,
total_ffuel_tax,measure,Total fossil fuel support: % of total tax revenue,Fossilsubventioner är statliga skatteutgifter eller transfereringar som premierar produktion och konsumtion av fossila bränslen. Skatter är obligatoriska: ensidiga betalningar: kontant eller in natura: som görs av institutionella enheter till offentliga enheter.,environment,
val_gdp_total,measure,Value added: % of GDP: Total - all NACE activities,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,trade,
val_chain_total,measure,Value added: chain linked: Total - all NACE activities,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,trade,
val_mil_agri,measure,Value added (Million Euro gross) Agriculture: forestry and fishing,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,trade,
val_mil_const,measure,Value added (Million Euro gross) Construction,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,trade,
val_mil_elec,measure,Value added (Million Euro gross) Electricity: gas: steam and air conditioning supply: water supply: sewerage: waste management and remediation activities,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,trade,
val_mil_mine,measure,Value added (Million Euro gross) Mining and quarrying: manufacturing,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,trade,
val_mil_serv,measure,Value added (Million Euro gross) Services,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,trade,
val_mil_total,measure,Value added (Million Euro gross) Total - all NACE activities,Statistiken om miljösektorn ingår som en modul i Miljöräkenskaperna. Miljöräkenskaper syftar till att beskriva sambandet mellan ekonomi och miljö. Statistiken om miljösektorn syftar till att redovisa den del av den ett lands ekonomins produktionsaktivitet som alstrar miljövänliga varor och tjänster. Inom EU regleras miljöräkenskaperna och statistiken om miljösektorn (EGSS) av EU förordning 691/20111.,trade,
imp_total,measure,Varuimport från avsändningsland (totala värden) tkr,Metoden är som används för att producera Sveriges officiella statistik om växthusgasutsläpp med konsumtionsperspektiv. I input-output termer kallas det för en ”kopplad modell”. Detta därför att man använda separata tekniska matriser för svensk produktion och den utländska produktionen som sedan importeras till Sverige. Modellen har 93 produktgrupper: som sedan aggregerades till 49 produktgrupper plus hushåll för de slutliga resultaten. Alla beräkningar är gjorda för Sveriges totala slutliga efterfrågan: inklusive exporter.,import,
exp_total,measure,Varuexport till bestämmelseland (totala värden) tkr,Metoden är som används för att producera Sveriges officiella statistik om växthusgasutsläpp med konsumtionsperspektiv. I input-output termer kallas det för en ”kopplad modell”. Detta därför att man använda separata tekniska matriser för svensk produktion och den utländska produktionen som sedan importeras till Sverige. Modellen har 93 produktgrupper: som sedan aggregerades till 49 produktgrupper plus hushåll för de slutliga resultaten. Alla beräkningar är gjorda för Sveriges totala slutliga efterfrågan: inklusive exporter.,export,
country,entity_set,Country,,_none,geog
geog,entity_domain,Geographic location,,_none,
year,time,Year,,_root,
name,string,Name,,_none,
description,string,Description,,_none,
domain,string,Domain,,_none,
tags,string,Tags,,_none,
tag,entity_domain,Tag,,_none,
parent,string,Parent,,_none,
